STREET_NAME,LAT,LNG
COTTON PATH,22.277303600000003,114.18819540000001
COTTON TREE DRIVE,22.278136399999998,114.1610353
CRAIGMIN ROAD,22.26616,114.15677509999999
CREASY ROAD,22.2695832,114.19141119999999
CROSS HARBOUR TUNNEL (HK),22.292565,114.1819098
CROSS HARBOUR TUNNEL (IN),22.292565,114.1819098
CROSS HARBOUR TUNNEL (K),22.292565,114.1819098
CROSS LANE,22.276485100000002,114.17653840000001
CROSS STREET,22.2755437,114.17349779999999
CROWN TERRACE,22.269886,114.1267565
D'AGUILAR STREET,22.2811484,114.1555821
DAVID LANE,22.2858472,114.1419081
DAVIS STREET,22.2825397,114.126799
DEEP WATER BAY ROAD,22.2538571,114.1867658
DES VOEUX ROAD CENTRAL,,
DES VOEUX ROAD WEST,22.2840169,114.15612420000001
DOUGLAS LANE,22.282697199999998,114.1565269
DOUGLAS STREET,22.283245899999997,114.15728610000001
DRAGON ROAD,22.2822602,114.1929866
DRAGON TERRACE,22.281333,114.19285649999999
DRAKE STREET,22.2790338,114.16500409999999
DUDDELL STREET,22.280009699999997,114.15719070000002
EAST EMBANKMENT,22.280915,114.1826942
EAST POINT ROAD,22.2806279,114.18469820000001
EASTERN HOSPITAL ROAD,22.274525,114.189456
EASTERN STREET,22.287400100000003,114.14375590000002
EDINBURGH PLACE,22.282891,114.161549
ELECTRIC ROAD,22.2877904,114.1922945
ELECTRIC STREET,22.275941,114.16819890000001
ELGIN STREET,22.281777899999998,114.1524192
ELLIOT CRESCENT,,
EXCELSIOR TERRACE,22.281845,114.18442399999999
EZRA'S LANE,22.282141199999998,114.15421289999999
FACTORY STREET,22.277287100000002,114.229454
FAT HING STREET,22.286633600000002,114.14781119999999
FEI TSUI ROAD,22.2627655,114.2333203
FENWICK PIER STREET,22.280785100000003,114.16827590000001
FENWICK STREET,22.2790297,114.1704149
FERRY CONCOURSE C,22.2896835,114.1523423
FINDLAY PATH,22.2709811,114.1510784
FINDLAY ROAD,22.2705243,114.15127920000002
FINNIE STREET,22.288381,114.210424
FIRST LANE,22.2786764,114.19162450000002
FIRST STREET,22.2865452,114.14179180000001
FLEMING ROAD,22.279378100000002,114.17452990000001
FLEMING ROAD Flyover H71,,
FOO MING STREET,22.278673899999998,114.1834905
FOOK YUM ROAD,22.2882455,114.1916865
FORBES STREET,22.2813592,114.12734070000002
FORT STREET,22.2897463,114.19684579999999
FORTRESS HILL ROAD,22.2881797,114.19547390000001
FUK HING LANE,22.279421799999998,114.1849865
FUK KWAN AVENUE,22.276259,114.1938399
FUK ON LANE,22.2844874,114.1469455
FUK SAU LANE,22.285850600000003,114.140346
FUK YUEN STREET,22.2890139,114.1937885
FUNG FAI TERRACE,22.2682212,114.1833507
FUNG TIN STREET,22.2486883,114.1533575
FUNG UN STREET,22.2790729,114.18548929999999
FUNG WONG TERRACE,22.2741288,114.1725697
FUNG YIP STREET,22.267522,114.24511899999999
GAGE STREET,22.2831966,114.1534696
GARDEN ROAD,22.2776516,114.15857759999999
GARDEN TERRACE,22.2756382,114.15417690000001
GEORGE'S LANE,22.282449,114.1519294
GILMAN STREET,22.2858563,114.1550812
GILMAN'S BAZAAR,22.2849293,114.1542307
GLASS STREET,22.2864128,114.19059650000001
GLENEALY,22.278432100000003,114.1541979
GLENEALY Flyover H108,,
GLOUCESTER ROAD,22.2804718,114.17868059999999
GLOUCESTER ROAD Flyover H72,22.281609600000003,114.1865456
GOLDSMITH ROAD,22.2683402,114.19152679999999
GORDON ROAD,22.2857277,114.19113300000001
GOUGH HILL PATH,22.2654782,114.1526292
GOUGH HILL ROAD,22.2663953,114.1556264
GOUGH STREET,22.2840282,114.15304920000001
GOVERNOR'S WALK,22.2758835,114.145532
GRAHAM STREET,22.283043,114.1535824
GREAT GEORGE STREET,22.2805629,114.1859902
GREEN LANE,22.264362600000002,114.1882101
GREIG CRESCENT,22.282280899999996,114.21449840000001
GREIG ROAD,22.2828104,114.2137633
GRESSON STREET,22.2768057,114.17007890000001
GUILDFORD ROAD,22.266965,114.16221499999999
GUTZLAFF STREET,22.2831607,114.15395929999998
HAM YU STREET,22.2881465,114.14341440000001
HAPPY VIEW TERRACE,22.274513199999998,114.1853543
HARBOUR DRIVE,22.279802399999998,114.1758218
HARBOUR PARADE,22.292781100000003,114.200708
HARBOUR ROAD,22.280702899999998,114.17475490000001
HARBOUR VIEW STREET,22.284439399999997,114.15798590000001
HARCOURT ROAD,22.280406,114.164551
HARCOURT ROAD Flyover H66,,
HARLECH ROAD,22.2716086,114.1439098
HATTON ROAD,22.276629999999997,114.137248
HAU FUNG LANE,22.2751796,114.1704959
HAU TAK LANE,22.2744242,114.17863929999999
HAU WO STREET,22.2827992,114.12727959999998
HAU YUEN PATH,22.2837073,114.19817250000001
HAVEN STREET,22.277744100000003,114.1869287
HAWTHORN ROAD,22.2658136,114.1875959
HEADLAND ROAD,22.226260500000002,114.2002672
HEALTHY STREET CENTRAL,22.2919835,114.2058153
HEALTHY STREET EAST,22.2918838,114.2072172
HEALTHY STREET WEST,22.2914379,114.20460420000002
HEARD STREET,22.2774029,114.17728100000001
HEE WONG TERRACE,22.282984600000002,114.1310574
HEI WO STREET,22.2904813,114.19565220000001
HENDERSON ROAD,22.268290399999998,114.19328859999999
HENNESSY ROAD,22.2779487,114.1757825
HEUNG HING LANE,22.287248499999997,114.14800249999999
HEUNG YIP ROAD,22.2479014,114.1664195
HIGH STREET,22.285151000000003,114.142692
HILL ROAD,22.2854146,114.13575120000002
HILL ROAD Flyover H114,22.278355800000003,114.1811986
HILL SIDE TERRACE,22.2753527,114.16968270000001
HILLIER STREET,22.285688699999998,114.1517226
HING FAT STREET,22.2851831,114.1908213
HING HON ROAD,22.284610600000004,114.13962479999999
HING LUNG LANE EAST,22.286363100000003,114.1373408
HING LUNG LANE WEST,22.2867767,114.1370255
HING LUNG STREET,22.286363100000003,114.1373408
HING MAN STREET,22.281245499999997,114.223899
HING WAH ROAD,22.33645,114.1527065
HING WAN STREET,22.2737762,114.17427849999999
HING WO STREET,22.250063,114.14833999999999
HIP WO LANE,22.268152800000003,114.1871656
HO KING STREET,22.2787405,114.192035
HO KWOK LANE,22.397714800000003,113.9712426
HOI AN STREET,22.280307,114.223855
HOI CHAK STREET,22.2901336,114.210301
HOI CHING STREET,22.3149722,114.1783517
HOI CHIU STREET,22.3838887,113.97304679999999
HOI FOO STREET,22.280080899999998,114.2246085
HOI FUNG PATH,22.2188911,114.2138717
HOI HONG STREET,22.2872211,114.22258740000001
HOI KEUNG STREET,22.334676100000003,114.1970914
HOI KWONG STREET,22.2881224,114.2108479
HOI LEE STREET,22.280605899999998,114.22330430000001
HOI NING STREET,22.281050699999998,114.2229737
HOI PING ROAD,22.2775364,114.1851553
HOI TAI STREET,22.2884424,114.2116345
HOI WAN STREET,22.2880982,114.2116185
HOI YU STREET,22.2913194,114.2116054
HOK SZ TERRACE,22.281890899999997,114.13179699999999
HOLLAND STREET,22.2844574,114.13085790000001
HOLLY ROAD,22.2658673,114.18819950000001
HOLLYWOOD ROAD,22.283881100000002,114.1512361
HOLY CROSS PATH,22.281529000000003,114.22245600000001
HOMESTEAD ROAD,22.2655054,114.15036289999999
HONG CHEUNG STREET,22.283496,114.22207399999999
HONG MAN STREET,22.265922,114.23467420000001
HONG ON STREET,22.2843284,114.218079
HONG PING STREET,22.3105431,114.16780370000001
HONG SHING STREET,22.280409,114.2148649
HONG YUE STREET,22.284111399999997,114.2185814
HONITON ROAD,22.2837063,114.1409861
HORIZON DRIVE,22.219826899999997,114.20294950000002
HORNSEY ROAD,22.277009200000002,114.1519858
HOSPITAL PATH,22.285453699999998,114.145982
HOSPITAL ROAD,22.285453699999998,114.145982
HOUSTON STREET,22.282063100000002,114.1852959
HUNG HING ROAD,22.2822827,114.1802044
HUNG SHING STREET,22.244267999999998,114.15611399999999
HYSAN AVENUE,22.2781016,114.1846312
ICE HOUSE STREET,22.2804216,114.1581281
ILLUMINATION TERRACE,22.277260199999997,114.19365649999999
IN KU LANE,22.2869105,114.14610729999998
IRVING STREET,22.2789005,114.1868652
ISLAND EASTERN CORRIDOR,22.284183,114.221675
ISLAND ROAD,22.2412292,114.1871433
JACKSON ROAD,22.281271899999997,114.1607257
JAFFE ROAD,22.2791643,114.1771311
JARDINE'S BAZAAR,22.2795527,114.18521159999999
JARDINE'S CRESCENT,22.2792413,114.1848778
JAVA ROAD,22.2927705,114.20491499999999
JERVOIS STREET,22.2850135,114.1511945
JOHNSTON ROAD,22.276619500000002,114.17326240000001
JONES STREET,22.2784562,114.19120990000002
JUBILEE STREET,22.2844315,114.1555717
JUPITER STREET,22.286305399999996,114.1925608
KA NING PATH,22.2774549,114.1893432
KA ON STREET,22.2875133,114.13737069999999
KA WAI MAN ROAD,22.2816667,114.12425479999999
KA WO STREET,22.249771600000003,114.14873020000002
KA YIP STREET,22.269079,114.24543600000001
KAI CHIU ROAD,22.2793921,114.1838825
KAI LUNG WAN ROAD,22.3186478,114.25860719999999
KAI YUEN LANE,22.2900579,114.20330520000002
KAI YUEN STREET,22.2900579,114.20330520000002
KAI YUEN TERRACE,22.290888199999998,114.20378459999999
KAM HONG STREET,22.291635199999998,114.201641
KAM PING STREET,22.2902838,114.2000676
KAM WA STREET,22.2779318,114.22956470000001
KAM YUEN LANE,22.2642775,114.24033500000002
KAT ON STREET,22.2734538,114.1741524
KAU U FONG,22.2844741,114.1529313
KAU U FONG NORTH,22.2845891,114.15306240000001
KAU U FONG WEST,22.2846284,114.1527555
KENG SHAN LANE,22.2792427,114.2299347
KENNEDY ROAD,,
KENNEDY STREET,22.2735008,114.1745045
KENNEDY TERRACE,22.2750017,114.165993
"NEW PRAYA, KENNEDY TOWN",22.283764,114.12672759999998
"PRAYA, KENNEDY TOWN",22.2850383,114.1311666
KESWICK STREET,22.278520800000003,114.186524
KI LING LANE,22.2874509,114.14143590000002
KIN HANG TERRACE,22.2742507,114.19386370000001
KIN MAN STREET,22.2926033,113.95114109999999
KIN SAU LANE,22.2837675,114.15331429999999
KIN WAH STREET,22.2892577,114.1969731
KING KWONG STREET,22.268940100000002,114.18478190000002
KING MING ROAD,22.2866172,114.19036499999999
KING SING STREET,22.2740265,114.1743415
KING STREET,22.2787405,114.192035
KING WAH ROAD,22.2887004,114.19186429999999
KING'S ROAD,22.2890092,114.209658
KINGSTON STREET,22.281588,114.18548799999999
KO SHING STREET,22.287051100000003,114.1462669
KOM U STREET,22.2865282,114.1463113
KOTEWALL ROAD,22.2812358,114.14106059999999
KUI IN FONG,22.2839883,114.1487087
KUI YAN LANE,22.285347100000003,114.1386926
KUNG HO TERRACE,22.3555745,114.25058929999999
KUT SHING STREET,22.264298,114.2356936
KWAI FONG STREET,22.266676699999998,114.1869947
KWAI HEUNG STREET,22.287411499999997,114.1429871
KWAI WA LANE,22.2849315,114.1508483
KWAN YICK STREET,22.2819504,114.12668159999998
KWOK HING LANE,22.2856892,114.14337659999998
KWONG CHIU TERRACE,22.288959,114.19483100000001
KWONG FUNG LANE,22.2862232,114.1383152
KWONG FUNG TERRACE,22.286002,114.138801
KWONG HON TERRACE,22.2824459,114.15178490000001
KWONG MING STREET,22.2759662,114.1691158
KWONG YIK LANE,22.2764362,114.16904209999998
KWONG YUEN STREET E,22.3806051,114.21396570000002
KWONG YUEN STREET W,22.3806051,114.21396570000002
LADDER STREET,22.284010600000002,114.14990829999999
LADDER STREET TERRACE,22.284010600000002,114.14990829999999
LAI ON LANE,22.287115399999998,114.1392403
LAI TAK TSUEN ROAD,22.2784253,114.19396
LAI YIN LANE,22.280275399999997,114.1925827
LAI YIN STREET,22.335254199999998,114.1944442
LAM ON FONG,22.279382000000002,114.22628020000002
LAMBETH WALK,22.2804799,114.1626114
LAMONT'S LANE,,
LAN FONG ROAD,22.2786813,114.1843804
LAN KWAI FONG,22.2808373,114.1556712
LANDALE STREET,22.277138,114.1693144
LAP TAK LANE,22.276487300000003,114.18019340000001
LAU LI STREET,22.2841739,114.1920374
LAU SIN STREET,22.283140300000003,114.19248789999999
LEE CHI ROAD,22.2435659,114.1531635
LEE CHUNG STREET,22.265672,114.2360575
LEE GARDEN ROAD,22.278824,114.18367649999999
LEE TUNG STREET,22.2756637,114.17237549999999
LEIGHTON LANE,22.277442399999998,114.18386909999998
LEIGHTON ROAD,22.277616300000002,114.18416670000002
LEUNG FAI TERRACE,22.2806392,114.1522983
LEUNG I FONG,22.2853983,114.14273090000002
LI CHIT STREET,22.276861,114.169549
LI KWAN AVENUE,22.2766522,114.19411740000001
LI PO LUNG PATH,22.283419,114.131303
LI PO LUNG TERRACE,22.283419,114.131303
LI SING STREET,22.2872865,114.14526609999999
LI YUEN STREET EAST,22.282804199999998,114.15641200000002
LI YUEN STREET WEST,22.2830943,114.15618090000001
LILY STREET,22.279467,114.192644
LIN FA KUNG STREET EAST,22.279951699999998,114.19274709999999
LIN FA KUNG STREET WEST,22.279854699999998,114.1925622
LIN SHING ROAD,22.2603917,114.2370135
LINK ROAD,22.2754829,114.18527730000001
LLOYD PATH,22.270486,114.160785
LOCKHART ROAD,22.278597199999997,114.17661629999999
LOK HING LANE,22.2820678,114.1550393
LOK KU ROAD,22.285207500000002,114.14970020000001
LOK MAN ROAD,22.2687095,114.2349895
LOK YEUNG STREET,22.249226500000002,114.1552242
LONDON LANE,22.2438296,114.15457849999999
LOWER ALBERT ROAD,22.279383,114.1574475
LOWER KAI YUEN LANE,22.2900579,114.20330520000002
LOWER LASCAR ROW,22.2849487,114.14959209999999
LUARD ROAD,22.2775742,114.1716166
LUGARD ROAD,22.2756604,114.14174990000001
LUN FAT STREET,22.2764861,114.17054679999998
LUN HING STREET,22.267739199999998,114.1871524
LUNG KAI TERRACE,22.290888199999998,114.20378459999999
LUNG KING STREET,22.281344600000004,114.16889760000001
LUNG ON STREET,22.2730967,114.17395829999998
LUNG WAH STREET,22.279998100000004,114.12839029999999
LYNDHURST TERRACE,22.2825136,114.15404290000001
LYTTELTON ROAD,22.2833619,114.1445482
MACDONNELL ROAD,22.275285,114.158722
MAGAZINE GAP ROAD Flyover H102A,,
MAGAZINE GAP ROAD,22.2727058,114.16198999999999
"MAIN STREET, AP LEI CHAU",22.24391,114.15523700000001
MALLORY STREET,22.277378,114.1767975
MAN HING LANE,22.2833039,114.1527744
MAN HONG STREET,22.2928816,114.20504150000001
MAN WA LANE,22.286191199999998,114.15246090000002
MAN YEE LANE,22.283589499999998,114.1558115
MANSFIELD ROAD,22.265659,114.16279250000001
MANSION STREET,22.2900859,114.20895700000001
MARBLE ROAD,22.2920059,114.20137759999999
MARSH ROAD,22.2802391,114.1790862
MARSH ROAD Flyover H78,22.280661,114.1789665
MASON'S LANE,,
MATHESON STREET,22.277913,114.1826471
MAY ROAD,22.2738641,114.1555053
MCGREGOR STREET,22.2747617,114.17317820000001
MEE LUN STREET,22.283823,114.1524527
MERCER STREET,22.2853943,114.1519277
MERCURY STREET,22.2858324,114.1922197
MERLIN STREET,22.2871474,114.19228600000001
MIDDLE GAP ROAD,22.2620813,114.1717495
MIN FAT STREET,22.2689469,114.1866385
MING TERRACE,22.3117711,114.1700041
MING UN LANE,22.2756903,114.17136310000001
MING YAN LANE,22.2756903,114.17136310000001
MING YUAN TERRACE,22.2898982,114.19898119999999
MING YUEN WESTERN STREET,22.2898982,114.19898119999999
MIU KANG TERRACE,22.2753527,114.16968270000001
MIU TUNG STREET,22.280144600000003,114.23061409999998
MODEL LANE,22.2910552,114.2082018
MONG LUNG STREET,22.2785021,114.22966310000001
MONMOUTH PATH,22.2770389,114.1677744
MONMOUTH TERRACE,22.275589800000002,114.16763529999999
MOON STREET,22.2762745,114.1684619
MOORSOM DRIVE,22.270148300000002,114.19469409999999
MOORSOM ROAD,22.2708,114.1941857
MORETON TERRACE,22.2795036,114.18906129999999
MORRISON HILL ROAD,22.2765809,114.1803348
MORRISON STREET,22.2866225,114.1504402
MOSQUE JUNCTION,22.2796323,114.1515572
MOSQUE STREET,22.2797229,114.1520172
MOUNT AUSTIN ROAD,22.2742847,114.1463946
MOUNT BUTLER DRIVE,22.266011600000002,114.19305559999998
MOUNT BUTLER ROAD,22.269187,114.19600120000001
MOUNT CAMERON ROAD,22.264427899999998,114.16967
MOUNT DAVIS PATH,22.275618899999998,114.12249820000001
MOUNT DAVIS ROAD,22.274003,114.12588799999999
MOUNT KELLETT ROAD,22.2624909,114.14964099999999
MOUNT NICHOLSON ROAD,22.2656427,114.17826869999999
MOUNT PARKER ROAD,22.2685204,114.2159966
MUI FONG STREET,22.2872624,114.143336
MUI HING STREET,22.266558899999996,114.187436
MURRAY PLACE,22.280711,114.1620686
MURRAY ROAD,22.280711,114.1620686
MURRAY ROAD Flyover H101,,
NAM FUNG ROAD,22.253661100000002,114.1776756
NAM HONG STREET,22.2784288,114.2268666
NAM KOO TERRACE,22.275007000000002,114.16967
NAM LONG SHAN ROAD,22.240871300000002,114.16778090000001
NAM NING STREET,22.2489469,114.1538791
NAM ON LANE,22.278072100000003,114.22743899999999
NAM ON STREET,22.278839399999995,114.2269082
NATION STREET,22.291363699999998,114.20736200000002
NEW EASTERN TERRACE,22.2827297,114.19340829999999
NEW MARKET STREET,22.2874276,114.14960819999999
NEW STREET,22.285801199999998,114.14684170000001
NG FUK LANE,22.286599,114.1442108
NG KWAI FONG,22.2855768,114.14826969999999
NGAN MOK STREET,22.2836642,114.1923175
NGOI MAN STREET,22.276999999999997,114.2271027
NING FOO STREET,22.2653482,114.237226
NING YEUNG TERRACE,22.284844,114.141209
NORTH POINT ROAD,22.2913187,114.196578
NORTH POINT TERRACE,22.2913187,114.196578
NORTH STREET,22.283087,114.12898940000001
NORTH VIEW STREET,22.289601100000002,114.19687809999999
NORTHCOTE CLOSE,22.267901199999997,114.12951140000001
O'BRIEN ROAD,22.278202800000003,114.1733239
OAKLANDS AVENUE,22.2829753,114.1434435
OAKLANDS PATH,22.2838638,114.1426874
OCEAN PARK ROAD,22.2468451,114.17407990000001
OCEAN PARK ROAD Flyover H111,22.278777899999998,114.1813087
OI KWAN ROAD,22.276329399999998,114.17816909999999
OIL STREET,22.2888828,114.19232020000001
OLD BAILEY STREET,22.2813889,114.15350829999998
"OLD MAIN STREET, ABERDEEN",22.2481271,114.15604340000002
OLD PEAK ROAD,22.274809299999998,114.15170649999999
OLD POK FU LAM ROAD,22.2608224,114.1352153
ON HING TERRACE,22.2806907,114.15644409999999
ON LAN STREET,22.280820000000002,114.1566037
ON LOK LANE,22.278169100000003,114.17882079999998
ON NING LANE,22.286980399999997,114.1385874
ON TAI STREET,22.287089899999998,114.15012109999999
ON WO LANE,22.284593100000002,114.15260430000001
ON YIP STREET,22.2668039,114.2457582
ORMSBY STREET,22.2785722,114.1923399
PAK FUK ROAD,22.2890845,114.2055746
PAK PAT SHAN ROAD,22.233309100000003,114.2250028
PAK SHA ROAD,22.2789008,114.18413390000002
PAK TSZ LANE,22.283425,114.152883
PAN HOI STREET,22.286333600000003,114.21172990000001
PAN KWAI LANE,22.367012300000003,114.13295090000001
PARK ROAD,22.2838557,114.1453592
PATERSON STREET,22.2811176,114.1853991
PEACOCK ROAD,22.2891418,114.19977390000001
PEAK ROAD,22.2667449,114.16037820000001
PEDDER STREET,22.2818783,114.1576313
PEEL RISE,22.258991100000003,114.1540572
PEEL STREET,22.282305899999997,114.15243149999999
PENNINGTON STREET,22.2785925,114.1860729
PERCIVAL STREET,22.2796253,114.1828186
PERFECTION PLACE,,
PERKINS ROAD,22.2696557,114.19326940000002
PIER ROAD,22.286735800000002,114.1551629
PING LAN STREET,22.244637100000002,114.15690790000001
PING ON LANE,22.2837619,114.1504053
PLANTATION ROAD,22.267831,114.155189
PLUNKETT'S ROAD,22.267793700000002,114.15242190000001
PO HING FONG,22.284346600000003,114.14774299999999
PO LUEN PATH,22.2874287,114.2049711
PO MAN STREET,22.2785128,114.2291588
PO SHAN ROAD,22.2803704,114.1415703
PO SHIN STREET,22.386289,114.204881
PO TUCK STREET,22.284753,114.1364357
PO WA STREET,22.330599,114.1635048
PO YAN STREET,22.2850029,114.14698100000001
PO YEE STREET,22.2850073,114.1473418
PO YUEN LANE,22.269106100000002,114.18618899999998
POK FU LAM ROAD,22.267812,114.1317384
POK FU LAM RESERVOIR ROAD,22.266751899999996,114.1428983
POKFIELD ROAD,22.2813673,114.1309118
POK FU LAM ROAD Flyover H79,22.278777899999998,114.1813087
POLICE SCHOOL ROAD,22.246206100000002,114.1709731
POLLOCK'S PATH,22.2688035,114.15908300000001
POSSESSION STREET,22.2858264,114.14824409999999
POTTINGER STREET,22.2832526,114.1558233
POUND LANE,22.2845677,114.14743680000001
POWER STREET,22.289769,114.1942219
PRICE ROAD,22.264853,114.191696
PRINCE'S TERRACE,22.2809547,114.15175490000001
PROSPECT PLACE,22.283534,114.140405
PURVES ROAD,22.2677272,114.19235719999999
QUARRY BAY STREET,22.2835139,114.2121905
QUEEN STREET,22.2841508,114.1560104
